tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
"Mobil Toyota Fortuner milik Ketua RT 011/RW 03 Kelurahan Pluit, Riang Prasetya, dibaret oleh orang tak dikenal pada Selasa (30/5/2023). < #Megapolitan #PluitTranslate post",Mobil Toyota Fortuner milik Ketua RT RW  Kelurahan Pluit Riang Prasetya dibaret oleh orang tak dikenal pada Selasa   Megapolitan PluitTranslate post,mobil toyota fortuner milik ketua rt rw  kelurahan pluit riang prasetya dibaret oleh orang tak dikenal pada selasa   megapolitan pluittranslate post,"['mobil', 'toyota', 'fortuner', 'milik', 'ketua', 'rt', 'rw', 'kelurahan', 'pluit', 'riang', 'prasetya', 'dibaret', 'oleh', 'orang', 'tak', 'dikenal', 'pada', 'selasa', 'megapolitan', 'pluittranslate', 'post']","['milik', 'ketua', 'rw', 'kelurahan', 'pluit', 'riang', 'prasetya', 'dibaret', 'dikenal', 'selasa', 'megapolitan', 'pluittranslate']",milik ketua rw lurah pluit riang prasetya baret kenal selasa megapolitan pluittranslate,Toyota,Negatif
"Sejauh ini, KPK sudah menyita sejumlah aset milik Rafael. Antara lain: rumah di Simprug, Jakarta Selatan, bangunan indekos di Blok M, Jakarta Selatan, motor gede di Yogyakarta, hingga mobil...",Sejauh ini KPK sudah menyita sejumlah aset milik Rafael Antara lain rumah di Simprug Jakarta Selatan bangunan indekos di Blok M Jakarta Selatan motor gede di Yogyakarta hingga mobil,sejauh ini kpk sudah menyita sejumlah aset milik rafael antara lain rumah di simprug jakarta selatan bangunan indekos di blok m jakarta selatan motor gede di yogyakarta hingga mobil,"['sejauh', 'ini', 'kpk', 'sudah', 'menyita', 'sejumlah', 'aset', 'milik', 'rafael', 'antara', 'lain', 'rumah', 'di', 'simprug', 'jakarta', 'selatan', 'bangunan', 'indekos', 'di', 'blok', 'm', 'jakarta', 'selatan', 'motor', 'gede', 'di', 'yogyakarta', 'hingga', 'mobil']","['kpk', 'menyita', 'aset', 'milik', 'rafael', 'simprug', 'jakarta', 'selatan', 'bangunan', 'indekos', 'blok', 'jakarta', 'selatan', 'gede', 'yogyakarta']",kpk sita aset milik rafael simprug jakarta selatan bangun indekos blok jakarta selatan gede yogyakarta,Toyota,Negatif
"4. Sediakan pengharum mobil Interior yang wangi tentunya membuat penumpang dan pemilik merasa nyaman di perjalanan. Pastikan untuk mengganti pengharum secara berkala ketika pengharum habis,...", Sediakan pengharum mobil Interior yang wangi tentunya membuat penumpang dan pemilik merasa nyaman di perjalanan Pastikan untuk mengganti pengharum secara berkala ketika pengharum habis, sediakan pengharum mobil interior yang wangi tentunya membuat penumpang dan pemilik merasa nyaman di perjalanan pastikan untuk mengganti pengharum secara berkala ketika pengharum habis,"['sediakan', 'pengharum', 'mobil', 'interior', 'yang', 'wangi', 'tentunya', 'membuat', 'penumpang', 'dan', 'pemilik', 'merasa', 'nyaman', 'di', 'perjalanan', 'pastikan', 'untuk', 'mengganti', 'pengharum', 'secara', 'berkala', 'ketika', 'pengharum', 'habis']","['sediakan', 'pengharum', 'interior', 'wangi', 'penumpang', 'pemilik', 'nyaman', 'perjalanan', 'pastikan', 'mengganti', 'pengharum', 'berkala', 'pengharum', 'habis']",sedia harum interior wangi tumpang milik nyaman jalan pasti ganti harum kala harum habis,Daihatsu,Positif
Verifying my Twitter account for my #GalxeID gid:nGWKsWVVU2v7i7RLEC3nBk @Galxe http://galxe.com/galxeid,Verifying my Twitter account for my GalxeID gidnGWKsWVVUviRLECnBk  ,verifying my twitter account for my galxeid gidngwkswvvuvirlecnbk  ,"['verifying', 'my', 'twitter', 'account', 'for', 'my', 'galxeid', 'gidngwkswvvuvirlecnbk']","['verifying', 'my', 'twitter', 'account', 'for', 'my', 'galxeid', 'gidngwkswvvuvirlecnbk']",verifying my twitter account for my galxeid gidngwkswvvuvirlecnbk,Honda,Netral
Kayyis ibadillah ashraq,Kayyis ibadillah ashraq,kayyis ibadillah ashraq,"['kayyis', 'ibadillah', 'ashraq']","['kayyis', 'ibadillah', 'ashraq']",kayyis ibadillah ashraq,Honda,Netral
"Telah hilang mobil honda Mobilio Plat B 1697 TYQ milik pribadi. Lokasi terakhir kemarin (26/2) di Karawang. Apabila ada yg melihat di area Jabodetabek (@) on X This stunning rainbow cloud was spotted in China ? It's called a pileus cloud, or scarf cloud, and is formed by condensation when the air rises quickly. The color comes from sunlight diffracting off water droplets and ice crystals. ?",Telah hilang mobil honda Mobilio Plat B  TYQ milik pribadi Lokasi terakhir kemarin  di Karawang Apabila ada yg melihat di area Jabodetabek  on X This stunning rainbow cloud was spotted in China  Its called a pileus cloud or scarf cloud and is formed by condensation when the air rises quickly The color comes from sunlight diffracting off water droplets and ice crystals ,telah hilang mobil honda mobilio plat b  tyq milik pribadi lokasi terakhir kemarin  di karawang apabila ada yg melihat di area jabodetabek  on x this stunning rainbow cloud was spotted in china  its called a pileus cloud or scarf cloud and is formed by condensation when the air rises quickly the color comes from sunlight diffracting off water droplets and ice crystals ,"['telah', 'hilang', 'mobil', 'honda', 'mobilio', 'plat', 'b', 'tyq', 'milik', 'pribadi', 'lokasi', 'terakhir', 'kemarin', 'di', 'karawang', 'apabila', 'ada', 'yg', 'melihat', 'di', 'area', 'jabodetabek', 'on', 'x', 'this', 'stunning', 'rainbow', 'cloud', 'was', 'spotted', 'in', 'china', 'its', 'called', 'a', 'pileus', 'cloud', 'or', 'scarf', 'cloud', 'and', 'is', 'formed', 'by', 'condensation', 'when', 'the', 'air', 'rises', 'quickly', 'the', 'color', 'comes', 'from', 'sunlight', 'diffracting', 'off', 'water', 'droplets', 'and', 'ice', 'crystals']","['hilang', 'mobilio', 'plat', 'tyq', 'milik', 'pribadi', 'karawang', 'area', 'jabodetabek', 'this', 'stunning', 'rainbow', 'cloud', 'was', 'spotted', 'in', 'its', 'called', 'a', 'pileus', 'cloud', 'or', 'scarf', 'cloud', 'is', 'formed', 'by', 'condensation', 'when', 'rises', 'quickly', 'color', 'comes', 'from', 'sunlight', 'diffracting', 'off', 'water', 'droplets', 'crystals']",hilang mobilio plat tyq milik pribadi karawang area jabodetabek this stunning rainbow cloud was spotted in its called a pileus cloud or scarf cloud is formed by condensation when rises quickly color comes from sunlight diffracting off water droplets crystals,Honda,Negatif
"Image. 1. HONDA SUKUN MALANG · @HONDASUKUNMLG. ·. Jul 22, 2016. Daptkan berbagi macam bonus disetiap pembelian mobil Honda. Info: Sabdian- 08125277622. Image. HONDA SUKUN MALANG (@HONDASUKUNMLG) on X Authorized Dealer , penjualan tunai atau kredit: Accord, CR-V, Civic, City,HR-V,BR-V, Mobilio, Brio. Info: Sabdian Liantoro 081 252 77622",Image  HONDA SUKUN MALANG    Jul   Daptkan berbagi macam bonus disetiap pembelian mobil Honda Info Sabdian  Image HONDA SUKUN MALANG  on X Authorized Dealer  penjualan tunai atau kredit Accord CRV Civic CityHRVBRV Mobilio Brio Info Sabdian Liantoro   ,image  honda sukun malang    jul   daptkan berbagi macam bonus disetiap pembelian mobil honda info sabdian  image honda sukun malang  on x authorized dealer  penjualan tunai atau kredit accord crv civic cityhrvbrv mobilio brio info sabdian liantoro   ,"['image', 'honda', 'sukun', 'malang', 'jul', 'daptkan', 'berbagi', 'macam', 'bonus', 'disetiap', 'pembelian', 'mobil', 'honda', 'info', 'sabdian', 'image', 'honda', 'sukun', 'malang', 'on', 'x', 'authorized', 'dealer', 'penjualan', 'tunai', 'atau', 'kredit', 'accord', 'crv', 'civic', 'cityhrvbrv', 'mobilio', 'brio', 'info', 'sabdian', 'liantoro']","['image', 'sukun', 'malang', 'jul', 'daptkan', 'berbagi', 'bonus', 'disetiap', 'pembelian', 'sabdian', 'image', 'sukun', 'malang', 'authorized', 'dealer', 'penjualan', 'tunai', 'kredit', 'accord', 'cityhrvbrv', 'mobilio', 'sabdian', 'liantoro']",image sukun malang jul daptkan bagi bonus tiap beli sabdian image sukun malang authorized dealer jual tunai kredit accord cityhrvbrv mobilio sabdian liantoro,Honda,Positif
Pernah nggak abis nyuci mobil eh tau-tau hujan. Nyesek maksimal banget ya rasanya.. Ada yang punya pengalaman sama kayak Daimin? ☝️? #DaihatsuSahabatkuTranslate post,Pernah nggak abis nyuci mobil eh tautau hujan Nyesek maksimal banget ya rasanya Ada yang punya pengalaman sama kayak Daimin  DaihatsuSahabatkuTranslate post,pernah nggak abis nyuci mobil eh tautau hujan nyesek maksimal banget ya rasanya ada yang punya pengalaman sama kayak daimin  daihatsusahabatkutranslate post,"['pernah', 'nggak', 'abis', 'nyuci', 'mobil', 'eh', 'tautau', 'hujan', 'nyesek', 'maksimal', 'banget', 'ya', 'rasanya', 'ada', 'yang', 'punya', 'pengalaman', 'sama', 'kayak', 'daimin', 'daihatsusahabatkutranslate', 'post']","['abis', 'nyuci', 'tautau', 'hujan', 'nyesek', 'maksimal', 'pengalaman']",abis nyuci tautau hujan nyesek maksimal alam,Daihatsu,Negatif
"Sebuah mobil Honda CR-V warna putih terperosok ke selokan air di Jalan Raya Boulevard Raya, Perumahan Grand Wisata, Kecamatan Cibitung, Kabupaten Bekasi. #Sindonews #news .Translate post",Sebuah mobil Honda CRV warna putih terperosok ke selokan air di Jalan Raya Boulevard Raya Perumahan Grand Wisata Kecamatan Cibitung Kabupaten Bekasi Sindonews news Translate post,sebuah mobil honda crv warna putih terperosok ke selokan air di jalan raya boulevard raya perumahan grand wisata kecamatan cibitung kabupaten bekasi sindonews news translate post,"['sebuah', 'mobil', 'honda', 'crv', 'warna', 'putih', 'terperosok', 'ke', 'selokan', 'air', 'di', 'jalan', 'raya', 'boulevard', 'raya', 'perumahan', 'grand', 'wisata', 'kecamatan', 'cibitung', 'kabupaten', 'bekasi', 'sindonews', 'news', 'translate', 'post']","['warna', 'putih', 'terperosok', 'selokan', 'raya', 'boulevard', 'raya', 'perumahan', 'grand', 'wisata', 'kecamatan', 'cibitung', 'kabupaten', 'bekasi', 'sindonews', 'news']",warna putih perosok selokan raya boulevard raya rumah grand wisata camat cibitung kabupaten bekas sindonews news,Honda,Negatif
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Balanced life (@august_8g) on X You know me?",Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong Tangerang Selatan pada Jumat  Korban yang masih berstatus mahasiswi Balanced life  on X You know me,mobil mitsubishi pajero yang menabrak pengendara motor di gading serpong tangerang selatan pada jumat  korban yang masih berstatus mahasiswi balanced life  on x you know me,"['mobil', 'mitsubishi', 'pajero', 'yang', 'menabrak', 'pengendara', 'motor', 'di', 'gading', 'serpong', 'tangerang', 'selatan', 'pada', 'jumat', 'korban', 'yang', 'masih', 'berstatus', 'mahasiswi', 'balanced', 'life', 'on', 'x', 'you', 'know', 'me']","['menabrak', 'pengendara', 'gading', 'serpong', 'tangerang', 'selatan', 'jumat', 'korban', 'berstatus', 'mahasiswi', 'balanced', 'life', 'you', 'know', 'me']",tabrak kendara gading serpong tangerang selatan jumat korban status mahasiswi balanced life you know me,Mitsubishi,Negatif
"·. Dec 25, 2021. ayo sitt tambah kartu merah lagi utk singapore, hidup wasit. 1. IWF · @i_Wahyu_F. ·. Oct 17, 2021. 日本 macam baju gratisan mobil daihatsu. IWF (@i_Wahyu_F) on X Two roads diverged in a wood, and
I took the one less traveled by,
And that has made all the difference - Robert Frost"," Dec   ayo sitt tambah kartu merah lagi utk singapore hidup wasit  IWF    Oct    macam baju gratisan mobil daihatsu IWF  on X Two roads diverged in a wood and
I took the one less traveled by
And that has made all the difference  Robert Frost"," dec   ayo sitt tambah kartu merah lagi utk singapore hidup wasit  iwf    oct    macam baju gratisan mobil daihatsu iwf  on x two roads diverged in a wood and
i took the one less traveled by
and that has made all the difference  robert frost","['dec', 'ayo', 'sitt', 'tambah', 'kartu', 'merah', 'lagi', 'utk', 'singapore', 'hidup', 'wasit', 'iwf', 'oct', 'macam', 'baju', 'gratisan', 'mobil', 'daihatsu', 'iwf', 'on', 'x', 'two', 'roads', 'diverged', 'in', 'a', 'wood', 'and', 'i', 'took', 'the', 'one', 'less', 'traveled', 'by', 'and', 'that', 'has', 'made', 'all', 'the', 'difference', 'robert', 'frost']","['dec', 'ayo', 'sitt', 'kartu', 'merah', 'singapore', 'hidup', 'wasit', 'iwf', 'baju', 'gratisan', 'iwf', 'two', 'roads', 'diverged', 'in', 'a', 'wood', 'took', 'one', 'less', 'traveled', 'by', 'that', 'has', 'made', 'all', 'difference', 'robert', 'frost']",dec ayo sitt kartu merah singapore hidup wasit iwf baju gratis iwf two roads diverged in a wood took one less traveled by that has made all difference robert frost,Daihatsu,Netral
Kami sudah membuat laporan polisi di Polres Bekasi. Bagi sahabat twett yang kebetulan bertemu dgn org tsb atau melihat mobil Honda BRV Warna putih No Pol B 2672 SKX Mohon hubungi pihak Kepolisian...,Kami sudah membuat laporan polisi di Polres Bekasi Bagi sahabat twett yang kebetulan bertemu dgn org tsb atau melihat mobil Honda BRV Warna putih No Pol B  SKX Mohon hubungi pihak Kepolisian,kami sudah membuat laporan polisi di polres bekasi bagi sahabat twett yang kebetulan bertemu dgn org tsb atau melihat mobil honda brv warna putih no pol b  skx mohon hubungi pihak kepolisian,"['kami', 'sudah', 'membuat', 'laporan', 'polisi', 'di', 'polres', 'bekasi', 'bagi', 'sahabat', 'twett', 'yang', 'kebetulan', 'bertemu', 'dgn', 'org', 'tsb', 'atau', 'melihat', 'mobil', 'honda', 'brv', 'warna', 'putih', 'no', 'pol', 'b', 'skx', 'mohon', 'hubungi', 'pihak', 'kepolisian']","['laporan', 'polisi', 'polres', 'bekasi', 'twett', 'bertemu', 'tsb', 'brv', 'warna', 'putih', 'no', 'pol', 'skx', 'mohon', 'hubungi', 'kepolisian']",lapor polisi polres bekas twett temu tsb brv warna putih no pol skx mohon hubung polisi,Honda,Netral
"POV supir mobil pick up ketika hujan! ⛈️ Tenang aja, kamu tetap bisa membuka sedikit kaca mobil agar tidak bosan di jalan, karena Suzuki Carry punya pilihan aksesoris talang air yang melindungi...",POV supir mobil pick up ketika hujan  Tenang aja kamu tetap bisa membuka sedikit kaca mobil agar tidak bosan di jalan karena Suzuki Carry punya pilihan aksesoris talang air yang melindungi,pov supir mobil pick up ketika hujan  tenang aja kamu tetap bisa membuka sedikit kaca mobil agar tidak bosan di jalan karena suzuki carry punya pilihan aksesoris talang air yang melindungi,"['pov', 'supir', 'mobil', 'pick', 'up', 'ketika', 'hujan', 'tenang', 'aja', 'kamu', 'tetap', 'bisa', 'membuka', 'sedikit', 'kaca', 'mobil', 'agar', 'tidak', 'bosan', 'di', 'jalan', 'karena', 'suzuki', 'carry', 'punya', 'pilihan', 'aksesoris', 'talang', 'air', 'yang', 'melindungi']","['pov', 'supir', 'pick', 'up', 'hujan', 'tenang', 'membuka', 'kaca', 'bosan', 'pilihan', 'aksesoris', 'talang', 'melindungi']",pov supir pick up hujan tenang buka kaca bosan pilih aksesoris talang lindung,Suzuki,Positif
Mobil Mitsubishi Dapat Predikat Kendaraan Paling Aman,Mobil Mitsubishi Dapat Predikat Kendaraan Paling Aman,mobil mitsubishi dapat predikat kendaraan paling aman,"['mobil', 'mitsubishi', 'dapat', 'predikat', 'kendaraan', 'paling', 'aman']","['predikat', 'aman']",predikat aman,Mitsubishi,Positif
Toyota Indonesia menarik kembali beberapa model mobilnya karena ada malfungsi di kapasitor ECU airbag. #happening #update #otomotif #newsflashTranslate post,Toyota Indonesia menarik kembali beberapa model mobilnya karena ada malfungsi di kapasitor ECU airbag happening update otomotif newsflashTranslate post,toyota indonesia menarik kembali beberapa model mobilnya karena ada malfungsi di kapasitor ecu airbag happening update otomotif newsflashtranslate post,"['toyota', 'indonesia', 'menarik', 'kembali', 'beberapa', 'model', 'mobilnya', 'karena', 'ada', 'malfungsi', 'di', 'kapasitor', 'ecu', 'airbag', 'happening', 'update', 'otomotif', 'newsflashtranslate', 'post']","['menarik', 'model', 'malfungsi', 'kapasitor', 'ecu', 'airbag', 'happening', 'update', 'otomotif', 'newsflashtranslate']",tarik model malfungsi kapasitor ecu airbag happening update otomotif newsflashtranslate,Toyota,Negatif
#BeritaJabar Polisi Amankan Pengemudi Mobil Honda Freed yang Arogan di Jalanan Kota Bandung #aksiarogan #kotabandungTranslate post,BeritaJabar Polisi Amankan Pengemudi Mobil Honda Freed yang Arogan di Jalanan Kota Bandung aksiarogan kotabandungTranslate post,beritajabar polisi amankan pengemudi mobil honda freed yang arogan di jalanan kota bandung aksiarogan kotabandungtranslate post,"['beritajabar', 'polisi', 'amankan', 'pengemudi', 'mobil', 'honda', 'freed', 'yang', 'arogan', 'di', 'jalanan', 'kota', 'bandung', 'aksiarogan', 'kotabandungtranslate', 'post']","['beritajabar', 'polisi', 'amankan', 'pengemudi', 'freed', 'arogan', 'jalanan', 'bandung', 'aksiarogan', 'kotabandungtranslate']",beritajabar polisi aman kemudi freed arogan jalan bandung aksiarogan kotabandungtranslate,Honda,Negatif
Bagaimana Nasib SX4 S-Cross Usai Hilang dari Situs Suzuki Indonesia? #Ramadan http://dlvr.it/SqCrRzTranslate post,Bagaimana Nasib SX SCross Usai Hilang dari Situs Suzuki Indonesia Ramadan  post,bagaimana nasib sx scross usai hilang dari situs suzuki indonesia ramadan  post,"['bagaimana', 'nasib', 'sx', 'scross', 'usai', 'hilang', 'dari', 'situs', 'suzuki', 'indonesia', 'ramadan', 'post']","['nasib', 'sx', 'scross', 'hilang', 'situs', 'ramadan']",nasib sx scross hilang situs ramadan,Suzuki,Netral
Serupa tapi tak sama! Tahukah kamu kalau Suzuki punya tiga jenis warna putih yang berbeda? ? Simak thread ini! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,Serupa tapi tak sama Tahukah kamu kalau Suzuki punya tiga jenis warna putih yang berbeda  Simak thread ini Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,serupa tapi tak sama tahukah kamu kalau suzuki punya tiga jenis warna putih yang berbeda  simak thread ini suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['serupa', 'tapi', 'tak', 'sama', 'tahukah', 'kamu', 'kalau', 'suzuki', 'punya', 'tiga', 'jenis', 'warna', 'putih', 'yang', 'berbeda', 'simak', 'thread', 'ini', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['tahukah', 'jenis', 'warna', 'putih', 'berbeda', 'simak']",tahu jenis warna putih beda simak,Suzuki,Netral
"Versi Facelift Meluncur, Daihatsu Setop Produksi Terios Model Lama",Versi Facelift Meluncur Daihatsu Setop Produksi Terios Model Lama,versi facelift meluncur daihatsu setop produksi terios model lama,"['versi', 'facelift', 'meluncur', 'daihatsu', 'setop', 'produksi', 'terios', 'model', 'lama']","['versi', 'facelift', 'meluncur', 'setop', 'produksi', 'model']",versi facelift luncur setop produksi model,Daihatsu,Negatif
"Pasti gajadi parkir karena liat mantan berkunjung di tempat yang sama dengan gebetan baru nya, ya? ?Translate post",Pasti gajadi parkir karena liat mantan berkunjung di tempat yang sama dengan gebetan baru nya ya Translate post,pasti gajadi parkir karena liat mantan berkunjung di tempat yang sama dengan gebetan baru nya ya translate post,"['pasti', 'gajadi', 'parkir', 'karena', 'liat', 'mantan', 'berkunjung', 'di', 'tempat', 'yang', 'sama', 'dengan', 'gebetan', 'baru', 'nya', 'ya', 'translate', 'post']","['gajadi', 'mantan', 'berkunjung', 'gebetan']",gajadi mantan kunjung gebetan,Suzuki,Netral
Polrestabes Surabaya Amankan Mobil Diduga Milik Mahasiswi ANTranslate post,Polrestabes Surabaya Amankan Mobil Diduga Milik Mahasiswi ANTranslate post,polrestabes surabaya amankan mobil diduga milik mahasiswi antranslate post,"['polrestabes', 'surabaya', 'amankan', 'mobil', 'diduga', 'milik', 'mahasiswi', 'antranslate', 'post']","['polrestabes', 'surabaya', 'amankan', 'diduga', 'milik', 'mahasiswi', 'antranslate']",polrestabes surabaya aman duga milik mahasiswi antranslate,Mitsubishi,Netral
